lncrna-length,mrna-length,lncrna-GC%,mrna-GC%,lncrna-rel_acc_len_ratio,mrna-rel_acc_len_ratio,hybrid_energy(kcal/mol),lncrna_rel_GC_ratio,Target
4671,6347,0.409762364,0.39404443,0.235067437,0.165905152,-210.6,0.2987907,0
1681,8305,0.559190958,0.634075858,0.176680547,0.094521373,-117.0,0.40543985,0
19296,4065,0.411795191,0.469372694,0.242278192,0.160885609,-300.1,0.298648942,0
4190,11062,0.454892601,0.565449286,0.213842482,0.13532815,-274.0,0.315695365,0
4456,12317,0.425718133,0.5545993339999999,0.203770197,0.158561338,-253.0,0.295080198,0
8545,16321,0.40514921,0.549108511,0.18502048,0.336989155,-441.4,0.317219918,0
1902,16321,0.438485804,0.549108511,0.239747634,0.336989155,-105.0,0.319855909,0
1528,4407,0.443717277,0.371454504,0.314136126,0.200136147,-116.5,0.405923268,1
8779,1200,0.403462809,0.6166666670000001,0.187037248,0.174166667,-88.3,0.28753191300000003,1
3132,16321,0.350574713,0.549108511,0.186781609,0.336989155,-146.4,0.279280978,0
5714,3824,0.590304515,0.497646444,0.12583129199999998,0.166056485,-213.1,0.4602888120000001,0
9994,5550,0.5177106260000001,0.542342342,0.15599359599999998,0.161441441,-310.1,0.3754619320000001,0
8545,2989,0.40514921,0.6306457010000001,0.18502048,0.077283372,-137.3,0.33965341200000004,1
200,1626,0.53,0.466174662,0.455,0.236162362,-36.0,0.225,0
453,632,0.390728477,0.642405063,0.26931567300000003,0.09335443,-9.2,0.156885856,0
22743,4953,0.440531152,0.6587926510000001,0.187662138,0.130627902,-378.5,0.400435616,1
8302,941,0.408335341,0.594048884,0.186942905,0.144527099,-61.1,0.291081604,1
8302,4974,0.408335341,0.434861279,0.186942905,0.192400483,-290.0,0.297333984,1
1735,7805,0.614409222,0.574887892,0.195389049,0.133376041,-122.5,0.466692521,0
3873,1234,0.566485928,0.399513776,0.132713659,0.212317666,-78.2,0.4447114,0
22743,6738,0.440531152,0.561145741,0.187662138,0.22202434,-521.4,0.370267423,1
1424,1752,0.483848315,0.572488584,0.191713483,0.212899543,-79.0,0.355566631,1
1793,8003,0.557724484,0.61589404,0.15170106,0.281144571,-96.8,0.47818767,0
1765,12317,0.559773371,0.5545993339999999,0.145609065,0.158561338,-138.5,0.37048652,0
22743,3606,0.440531152,0.409040488,0.187662138,0.245146977,-461.9,0.33905672299999995,1
10068,3824,0.517977751,0.497646444,0.155145014,0.166056485,-304.7,0.39916103,0
7201,7311,0.506179697,0.522637122,0.201638661,0.164409793,-319.4,0.34468292,0
5822,2641,0.588801099,0.697841727,0.126417039,0.101476713,-123.0,0.523798914,0
3756,4953,0.479499468,0.6587926510000001,0.126996805,0.130627902,-164.6,0.380602812,1
3756,5156,0.479499468,0.517843289,0.126996805,0.160589604,-199.2,0.338399546,1
8302,925,0.408335341,0.515675676,0.186942905,0.08864864900000001,-44.4,0.31117831,1
8779,2548,0.403462809,0.614992151,0.187037248,0.107535322,-156.2,0.322306621,1
368,1057,0.54076087,0.741721854,0.095108696,0.145695364,-12.3,0.207070707,0
22743,4611,0.440531152,0.488180438,0.187662138,0.143352852,-347.5,0.366261134,1
2356,2722,0.630730051,0.611682586,0.165534805,0.132990448,-98.3,0.448146934,1
3795,16321,0.428722003,0.549108511,0.17997365,0.336989155,-230.4,0.343249695,0
1521,4407,0.478632479,0.371454504,0.2156476,0.200136147,-114.9,0.307226062,1
1367,3979,0.350402341,0.361648655,0.307973665,0.255591857,-97.8,0.230961072,0
200,1433,0.53,0.6587578510000001,0.455,0.295184927,-14.6,0.316666667,0
8545,8702,0.40514921,0.3982992420000001,0.18502048,0.213743967,-447.3,0.27782213,0
200,1547,0.53,0.488687783,0.455,0.116354234,-20.3,0.269444444,0
7201,6487,0.506179697,0.439648528,0.201638661,0.215045476,-278.6,0.381802811,0
129,1378,0.457364341,0.7220609579999999,0.263565891,0.112481858,-10.7,0.201923077,0
1731,8743,0.573079145,0.484845019,0.138070479,0.15818369,-83.3,0.452746513,0
10120,1480,0.51798419,0.618918919,0.157213439,0.354054054,-195.6,0.44246633,0
368,8702,0.54076087,0.3982992420000001,0.095108696,0.213743967,-18.3,0.207070707,0
728,16321,0.450549451,0.549108511,0.181318681,0.336989155,-66.4,0.34042980799999994,0
5822,2032,0.588801099,0.61269685,0.126417039,0.207185039,-183.1,0.494342661,0
2362,3979,0.6303979679999999,0.361648655,0.16426757,0.255591857,-134.2,0.4972488370000001,0
453,16321,0.390728477,0.549108511,0.26931567300000003,0.336989155,-35.9,0.214187525,0
1735,8751,0.563688761,0.561421552,0.134293948,0.159867444,-121.2,0.423072757,0
3918,8003,0.529862175,0.61589404,0.219754977,0.281144571,-217.2,0.428664702,0
362,4234,0.458563536,0.620925838,0.212707182,0.115729806,-11.0,0.086309524,0
3756,2223,0.479499468,0.479532164,0.126996805,0.195231669,-134.9,0.371349738,1
9994,1617,0.5177106260000001,0.482993197,0.15599359599999998,0.270871985,-206.6,0.412365504,0
2959,12317,0.378506252,0.5545993339999999,0.24028388,0.158561338,-245.3,0.315210044,0
5822,7158,0.588801099,0.411846885,0.126417039,0.197122101,-239.2,0.422959871,0
2362,674,0.6303979679999999,0.516320475,0.16426757,0.167655786,-53.3,0.52956063,0
1670,8751,0.578443114,0.561421552,0.166467066,0.159867444,-195.9,0.426597014,0
8302,1575,0.408335341,0.538412698,0.186942905,0.17206349199999998,-130.0,0.299907717,1
2481,4127,0.467956469,0.431790647,0.15719468,0.21541071,-136.4,0.334156386,1
9027,6576,0.387504154,0.531173966,0.184003545,0.149635036,-318.9,0.30709699,0
4289,4840,0.4220097920000001,0.34214876,0.194217766,0.251446281,-178.6,0.222680785,0
3214,8702,0.489732421,0.3982992420000001,0.19663970100000006,0.213743967,-244.9,0.310736464,0
200,728,0.53,0.524725275,0.455,0.105769231,-9.9,0.225,0
3475,16321,0.456978417,0.549108511,0.190215827,0.336989155,-228.4,0.360238237,0
2356,5710,0.630730051,0.523992995,0.165534805,0.14045534199999998,-135.0,0.499134525,0
2314,6576,0.473638721,0.531173966,0.301642178,0.149635036,-160.1,0.360389619,1
1367,4127,0.350402341,0.431790647,0.307973665,0.21541071,-99.9,0.231146303,1
2356,4953,0.630730051,0.6587926510000001,0.165534805,0.130627902,-147.0,0.52091234,0
1678,12317,0.543504172,0.5545993339999999,0.149582837,0.158561338,-136.4,0.417335371,0
922,7158,0.6008676789999999,0.411846885,0.292841649,0.197122101,-81.6,0.400796484,0
200,1079,0.53,0.400370714,0.455,0.240963855,-11.6,0.0875,0
2857,12019,0.380119006,0.447874199,0.193559678,0.213245694,-216.6,0.286376049,0
9701,2723,0.466343676,0.512669849,0.21750335,0.275431509,-271.2,0.34531252799999995,0
1329,8702,0.49586155,0.3982992420000001,0.16930022600000005,0.213743967,-118.8,0.391698926,0
842,8751,0.605700713,0.561421552,0.242280285,0.159867444,-124.7,0.388091856,0
1628,12019,0.57985258,0.447874199,0.114250614,0.213245694,-129.5,0.490142444,0
3756,2000,0.479499468,0.635,0.126996805,0.091,-75.7,0.368475759,1
3756,2649,0.479499468,0.423178558,0.126996805,0.231408079,-137.4,0.380267487,1
883,4407,0.363533409,0.371454504,0.17214043,0.200136147,-70.5,0.287514245,1
9994,2895,0.5177106260000001,0.499827288,0.15599359599999998,0.172020725,-245.7,0.426159955,0
129,1948,0.457364341,0.700205339,0.263565891,0.092402464,-10.4,0.201923077,0
922,3606,0.6008676789999999,0.409040488,0.292841649,0.245146977,-158.6,0.463098974,0
200,8743,0.53,0.484845019,0.455,0.15818369,-29.1,0.3616666670000001,0
8302,4407,0.408335341,0.371454504,0.186942905,0.200136147,-299.6,0.276753079,1
368,2427,0.54076087,0.655953852,0.095108696,0.088174701,-12.1,0.083333333,0
1714,12317,0.577596266,0.5545993339999999,0.121353559,0.158561338,-88.5,0.382363564,0
1628,6584,0.57985258,0.491950182,0.114250614,0.195777643,-93.3,0.495491935,0
8779,4065,0.403462809,0.469372694,0.187037248,0.160885609,-261.9,0.306037917,1
1258,16321,0.399841017,0.549108511,0.278219396,0.336989155,-82.4,0.315366986,0
1785,5359,0.566946779,0.375816384,0.125490196,0.16346333300000002,-74.2,0.408042155,0
1052,4127,0.507604563,0.431790647,0.149239544,0.21541071,-60.6,0.322446997,1
22743,1196,0.440531152,0.510033445,0.187662138,0.15301003300000002,-121.4,0.314792956,1
10068,2520,0.517977751,0.505555556,0.155145014,0.18015873,-235.7,0.419801147,1
1424,16321,0.483848315,0.549108511,0.191713483,0.336989155,-116.0,0.364622781,0
1961,7158,0.626721061,0.411846885,0.159102499,0.197122101,-83.5,0.391069307,0
22743,1948,0.440531152,0.700205339,0.187662138,0.092402464,-164.0,0.464913762,1
8779,3176,0.403462809,0.498425693,0.187037248,0.170654912,-207.1,0.332621389,1
1957,12317,0.536024527,0.5545993339999999,0.16555953,0.158561338,-163.3,0.397522132,0
5822,947,0.588801099,0.586061246,0.126417039,0.281942978,-92.5,0.476488095,0
1469,1752,0.402995235,0.572488584,0.277059224,0.212899543,-66.0,0.306793289,1
5714,8743,0.590304515,0.484845019,0.12583129199999998,0.15818369,-297.6,0.431798701,0
3052,8003,0.466251638,0.61589404,0.216906946,0.281144571,-151.7,0.349760552,0
1610,8702,0.502484472,0.3982992420000001,0.134161491,0.213743967,-117.6,0.327168533,0
2115,12019,0.523404255,0.447874199,0.156501182,0.213245694,-148.6,0.375941471,0
2370,3435,0.485654008,0.390393013,0.148101266,0.211935953,-117.4,0.32035121,1
842,8702,0.605700713,0.3982992420000001,0.242280285,0.213743967,-85.4,0.421409077,0
4320,3449,0.557175926,0.583647434,0.136805556,0.166425051,-177.3,0.453664102,1
8779,1358,0.403462809,0.6664212079999999,0.187037248,0.069955817,-62.7,0.3915251420000001,1
4373,4127,0.405213812,0.431790647,0.206494397,0.21541071,-185.6,0.308567623,1
200,2351,0.53,0.346660995,0.455,0.258188005,-20.8,0.3616666670000001,0
2356,1999,0.630730051,0.583291646,0.165534805,0.2016008,-107.6,0.484563745,1
8302,772,0.408335341,0.663212435,0.186942905,0.101036269,-34.7,0.321733822,1
200,1318,0.53,0.668437026,0.455,0.09939302,-19.0,0.269444444,0
3873,3897,0.566485928,0.434693354,0.132713659,0.240441365,-136.5,0.416730084,0
8302,514,0.408335341,0.439688716,0.186942905,0.274319066,-54.7,0.298784884,1
22743,760,0.440531152,0.6184210529999999,0.187662138,0.178947368,-95.5,0.395937307,1
2337,1814,0.46940522,0.464718853,0.171587505,0.192392503,-94.1,0.352804694,1
3756,1318,0.479499468,0.668437026,0.126996805,0.09939302,-77.0,0.392273613,1
1367,2351,0.350402341,0.346660995,0.307973665,0.258188005,-96.5,0.213073355,0
3918,6347,0.529862175,0.39404443,0.219754977,0.165905152,-213.6,0.350746141,0
3550,4840,0.372676056,0.34214876,0.187323944,0.251446281,-202.5,0.279146446,0
8498,5553,0.353141916,0.590491626,0.23970346,0.149648838,-318.5,0.322768283,0
22743,3683,0.440531152,0.619060548,0.187662138,0.101004616,-277.7,0.410716045,1
3795,1752,0.428722003,0.572488584,0.17997365,0.212899543,-104.2,0.32613405100000004,1
1785,4447,0.566946779,0.403418035,0.125490196,0.22554531100000005,-66.9,0.433458112,1
22743,7311,0.440531152,0.522637122,0.187662138,0.164409793,-590.4,0.385934969,0
4190,3979,0.454892601,0.361648655,0.213842482,0.255591857,-210.7,0.297015079,0
10120,947,0.51798419,0.586061246,0.157213439,0.281942978,-138.7,0.472909885,0
8779,3449,0.403462809,0.583647434,0.187037248,0.166425051,-265.8,0.34213672100000003,1
4320,3606,0.557175926,0.409040488,0.136805556,0.245146977,-198.5,0.431925204,0
10068,4304,0.517977751,0.501858736,0.155145014,0.160315985,-262.5,0.400156884,0
922,5553,0.6008676789999999,0.590491626,0.292841649,0.149648838,-98.7,0.489524247,0
518,16321,0.405405405,0.549108511,0.32046332,0.336989155,-54.7,0.320750904,0
8779,523,0.403462809,0.546845124,0.187037248,0.147227533,-36.9,0.231756339,1
725,4407,0.485517241,0.371454504,0.129655172,0.200136147,-58.3,0.377293771,1
1965,8702,0.49821883,0.3982992420000001,0.125699746,0.213743967,-144.9,0.346476169,0
8779,1901,0.403462809,0.503419253,0.187037248,0.203051026,-178.1,0.326890609,1
8545,8426,0.40514921,0.5553050079999999,0.18502048,0.164372181,-414.1,0.283913542,0
1253,8003,0.575418994,0.61589404,0.221069433,0.281144571,-100.5,0.375979433,0
9027,6584,0.387504154,0.491950182,0.184003545,0.195777643,-336.6,0.310580501,0
129,3543,0.457364341,0.655659046,0.263565891,0.096810612,-9.9,0.193108974,0
3756,1561,0.479499468,0.591928251,0.126996805,0.174887892,-126.1,0.373317131,1
10120,4912,0.51798419,0.521579805,0.157213439,0.192385993,-317.6,0.344087242,1
4289,8702,0.4220097920000001,0.3982992420000001,0.194217766,0.213743967,-220.5,0.253538994,0
362,833,0.458563536,0.668667467,0.212707182,0.201680672,-7.5,0.047619048,0
10194,1267,0.518246027,0.493291239,0.15636649,0.131018153,-103.8,0.408922435,1
3756,1016,0.479499468,0.654527559,0.126996805,0.071850394,-54.2,0.497913819,1
518,8003,0.405405405,0.61589404,0.32046332,0.281144571,-53.0,0.302700932,0
2356,8751,0.630730051,0.561421552,0.165534805,0.159867444,-192.2,0.460352873,0
2314,8426,0.473638721,0.5553050079999999,0.301642178,0.164372181,-183.6,0.361446498,0
684,3449,0.442982456,0.583647434,0.14619883,0.166425051,-48.9,0.3642460320000001,1
10068,4605,0.517977751,0.452334419,0.155145014,0.176764387,-329.2,0.350292637,0
4443,2680,0.5102408279999999,0.581343284,0.191762323,0.121641791,-145.9,0.3811190270000001,1
368,2641,0.54076087,0.697841727,0.095108696,0.101476713,-12.4,0.166666667,0
22743,2432,0.440531152,0.533305921,0.187662138,0.164473684,-271.8,0.371841016,1
2396,4407,0.532971619,0.371454504,0.152337229,0.200136147,-150.3,0.399566357,1
9027,4447,0.387504154,0.403418035,0.184003545,0.22554531100000005,-289.0,0.307336229,0
3756,1977,0.479499468,0.653009611,0.126996805,0.111279717,-126.7,0.446281173,1
200,917,0.53,0.664122137,0.455,0.13740458,-20.0,0.32708333300000003,0
1621,3979,0.566933991,0.361648655,0.117828501,0.255591857,-72.1,0.404689769,0
1653,8003,0.568663037,0.61589404,0.134906231,0.281144571,-75.1,0.464206528,0
2730,3979,0.550915751,0.361648655,0.176190476,0.255591857,-154.7,0.407286627,0
9994,1079,0.5177106260000001,0.400370714,0.15599359599999998,0.240963855,-123.7,0.390812253,1
2370,1657,0.485654008,0.497887749,0.148101266,0.176222088,-75.1,0.31851454100000004,1
10194,3449,0.518246027,0.583647434,0.15636649,0.166425051,-302.3,0.431879962,0
3788,12317,0.402851109,0.5545993339999999,0.211193242,0.158561338,-271.7,0.308111038,0
3242,12019,0.468229488,0.447874199,0.228871067,0.213245694,-296.9,0.35714909,0
3768,1752,0.427813163,0.572488584,0.17489384300000002,0.212899543,-98.9,0.302324527,1
3918,8743,0.529862175,0.484845019,0.219754977,0.15818369,-293.9,0.412241451,0
368,1579,0.54076087,0.506016466,0.095108696,0.219126029,-9.9,0.083333333,0
692,4127,0.645953757,0.431790647,0.180635838,0.21541071,-72.5,0.473862249,1
19296,3897,0.411795191,0.434693354,0.242278192,0.240441365,-360.4,0.29130142600000003,0
362,8743,0.458563536,0.484845019,0.212707182,0.15818369,-22.3,0.126984127,0
3918,4407,0.529862175,0.371454504,0.219754977,0.200136147,-167.5,0.382947243,1
200,2297,0.53,0.52416195,0.455,0.223770135,-18.5,0.269444444,0
2159,8702,0.374247337,0.3982992420000001,0.230662344,0.213743967,-185.9,0.242010682,0
1961,4507,0.626721061,0.368315953,0.159102499,0.193920568,-68.8,0.443122268,0
599,1752,0.462437396,0.572488584,0.146911519,0.212899543,-36.8,0.341387085,1
3756,1907,0.479499468,0.482957525,0.126996805,0.189302569,-114.2,0.349359452,1
8302,1335,0.408335341,0.591011236,0.186942905,0.179026217,-116.7,0.304670021,1
9701,3679,0.466343676,0.5966295189999999,0.21750335,0.173960315,-342.0,0.423937017,0
19296,5507,0.411795191,0.475031778,0.242278192,0.161249319,-394.4,0.293587871,0
3620,11062,0.471270718,0.565449286,0.177900552,0.13532815,-226.0,0.336927438,0
5714,5151,0.590304515,0.462240342,0.12583129199999998,0.211026985,-208.9,0.464411977,0
453,1718,0.390728477,0.7037252620000001,0.26931567300000003,0.101280559,-12.6,0.222245496,0
1628,1752,0.57985258,0.572488584,0.114250614,0.212899543,-60.0,0.430167681,1
5439,12317,0.4145982720000001,0.5545993339999999,0.229086229,0.158561338,-336.1,0.326063017,0
8844,3897,0.384328358,0.434693354,0.184758028,0.240441365,-292.9,0.35267234700000005,0
5822,906,0.588801099,0.540838852,0.126417039,0.247240618,-81.7,0.507692308,0
2646,12019,0.420634921,0.447874199,0.241496599,0.213245694,-249.6,0.3608659,0
7282,12019,0.495193628,0.447874199,0.187723153,0.213245694,-430.1,0.35483243200000003,0
3756,2105,0.479499468,0.6313539189999999,0.126996805,0.136817102,-110.9,0.403591115,1
10194,7805,0.518246027,0.574887892,0.15636649,0.133376041,-394.9,0.391904942,0
200,1277,0.53,0.6836335159999999,0.455,0.072826938,-23.4,0.32708333300000003,0
5822,12019,0.588801099,0.447874199,0.126417039,0.213245694,-339.3,0.4059117820000001,0
200,3367,0.53,0.615384615,0.455,0.099495099,-17.7,0.377777778,0
22743,1347,0.440531152,0.67112101,0.187662138,0.077951002,-88.2,0.380144417,1
9994,8426,0.5177106260000001,0.5553050079999999,0.15599359599999998,0.164372181,-428.8,0.38672758,0
10194,1240,0.518246027,0.35,0.15636649,0.204032258,-103.2,0.340812134,0
3881,6995,0.510177789,0.5601143670000001,0.195310487,0.15968549,-242.3,0.418920167,0
5714,3979,0.590304515,0.361648655,0.12583129199999998,0.255591857,-187.5,0.445439449,0
1595,5359,0.5755485889999999,0.375816384,0.119122257,0.16346333300000002,-68.1,0.417561506,0
1698,8426,0.314487633,0.5553050079999999,0.28621908100000004,0.164372181,-161.8,0.249331215,0
362,8426,0.458563536,0.5553050079999999,0.212707182,0.164372181,-24.0,0.108843537,0
368,907,0.54076087,0.6394707829999999,0.095108696,0.109151047,-10.4,0.166666667,0
1931,16321,0.419471776,0.549108511,0.17711030600000002,0.336989155,-130.0,0.288059441,0
22743,3430,0.440531152,0.5740524779999999,0.187662138,0.13498542300000002,-298.2,0.384094174,1
1961,6995,0.626721061,0.5601143670000001,0.159102499,0.15968549,-162.4,0.485225945,0
797,509,0.56587202,0.493123772,0.109159348,0.341846758,-18.9,0.450757576,0
1961,735,0.626721061,0.46122449,0.159102499,0.274829932,-44.2,0.504464286,0
1665,16321,0.512912913,0.549108511,0.103303303,0.336989155,-116.9,0.4006547620000001,0
768,8003,0.59765625,0.61589404,0.231770833,0.281144571,-70.7,0.443835413,0
9701,7158,0.466343676,0.411846885,0.21750335,0.197122101,-367.9,0.32929353,0
22743,783,0.440531152,0.593869732,0.187662138,0.077905492,-51.8,0.298789721,1
7201,5359,0.506179697,0.375816384,0.201638661,0.16346333300000002,-250.1,0.345861396,0
3873,4127,0.566485928,0.431790647,0.132713659,0.21541071,-165.5,0.423419913,1
2314,4840,0.473638721,0.34214876,0.301642178,0.251446281,-127.5,0.370639274,0
10120,8743,0.51798419,0.484845019,0.157213439,0.15818369,-479.2,0.375069683,0
9994,1267,0.5177106260000001,0.493291239,0.15599359599999998,0.131018153,-103.9,0.402107681,1
22743,3979,0.440531152,0.361648655,0.187662138,0.255591857,-428.5,0.34328894600000004,0
10120,509,0.51798419,0.493123772,0.157213439,0.341846758,-90.4,0.393909974,0
3756,906,0.479499468,0.540838852,0.126996805,0.247240618,-81.1,0.389727294,1
2296,16321,0.418989547,0.549108511,0.153745645,0.336989155,-103.8,0.31626232600000004,0
8498,719,0.353141916,0.4575799720000001,0.23970346,0.292072323,-103.3,0.299890889,0
4320,8434,0.557175926,0.58050747,0.136805556,0.13244012300000002,-246.5,0.4120188420000001,0
2761,8702,0.442955451,0.3982992420000001,0.210793191,0.213743967,-199.3,0.333422626,0
4499,4407,0.424094243,0.371454504,0.194932207,0.200136147,-189.4,0.298572674,1
604,8003,0.440397351,0.61589404,0.109271523,0.281144571,-25.6,0.368253968,0
10068,3749,0.517977751,0.432648706,0.155145014,0.216857829,-361.6,0.368257251,0
22743,1939,0.440531152,0.605982465,0.187662138,0.115523466,-188.7,0.406379804,1
1924,8702,0.5031185029999999,0.3982992420000001,0.12993763,0.213743967,-118.3,0.332820767,0
3951,4840,0.5261958999999999,0.34214876,0.192862566,0.251446281,-173.9,0.315351498,0
855,1752,0.350877193,0.572488584,0.228070175,0.212899543,-42.5,0.271020268,1
8302,3449,0.408335341,0.583647434,0.186942905,0.166425051,-249.0,0.348433486,1
3756,5744,0.479499468,0.511142061,0.126996805,0.166086351,-186.5,0.363147511,1
4360,16321,0.433027523,0.549108511,0.195642202,0.336989155,-191.8,0.299582846,0
19296,6487,0.411795191,0.439648528,0.242278192,0.215045476,-478.7,0.331653957,0
1735,12019,0.563688761,0.447874199,0.134293948,0.213245694,-123.9,0.442874719,0
22743,2615,0.440531152,0.610325048,0.187662138,0.138432122,-222.7,0.373739819,1
1957,3159,0.536024527,0.5232668570000001,0.16555953,0.13263691,-100.8,0.371159706,1
1855,758,0.567654987,0.546174142,0.12884097,0.129287599,-24.5,0.394907407,1
368,3625,0.54076087,0.614896552,0.095108696,0.136,-13.4,0.083333333,0
3756,1752,0.479499468,0.572488584,0.126996805,0.212899543,-142.3,0.3661316020000001,1
5714,11062,0.590304515,0.565449286,0.12583129199999998,0.13532815,-288.0,0.483349983,0
1856,1752,0.431573276,0.572488584,0.17456896600000002,0.212899543,-72.2,0.29047619,1
8545,1977,0.40514921,0.653009611,0.18502048,0.111279717,-125.6,0.378928552,1
1670,509,0.578443114,0.493123772,0.166467066,0.341846758,-30.2,0.429124579,0
1735,509,0.563688761,0.493123772,0.134293948,0.341846758,-21.3,0.400555556,0
200,1574,0.53,0.5501905970000001,0.455,0.189326557,-21.3,0.225,0
5822,4896,0.588801099,0.525939542,0.126417039,0.158292484,-230.1,0.452517236,0
2891,4127,0.399515738,0.431790647,0.222068488,0.21541071,-160.1,0.273291528,1
368,3683,0.54076087,0.619060548,0.095108696,0.101004616,-13.2,0.166666667,0
200,864,0.53,0.622685185,0.455,0.112268519,-6.3,0.25,0
3092,8003,0.465394567,0.61589404,0.193725744,0.281144571,-164.3,0.375844883,0
19296,6347,0.411795191,0.39404443,0.242278192,0.165905152,-398.2,0.299041394,0
22743,731,0.440531152,0.641586867,0.187662138,0.082079343,-56.5,0.361874511,1
9701,3827,0.466343676,0.409459106,0.21750335,0.15704207,-279.6,0.384674744,0
684,2722,0.442982456,0.611682586,0.14619883,0.132990448,-40.6,0.382936508,1
9701,4447,0.466343676,0.403418035,0.21750335,0.22554531100000005,-368.6,0.344898575,1
362,11062,0.458563536,0.565449286,0.212707182,0.13532815,-26.8,0.126984127,0
1059,1001,0.517469311,0.614385614,0.094428706,0.301698302,-15.5,0.21616161600000006,0
7282,6995,0.495193628,0.5601143670000001,0.187723153,0.15968549,-304.3,0.34877273200000003,0
1687,8003,0.557794902,0.61589404,0.12566686400000002,0.281144571,-79.2,0.443321437,0
3108,4127,0.447554698,0.431790647,0.192406692,0.21541071,-189.4,0.319360269,1
842,5359,0.605700713,0.375816384,0.242280285,0.16346333300000002,-70.0,0.430757784,0
1671,4407,0.450029922,0.371454504,0.201675643,0.200136147,-115.4,0.282508837,1
1794,11062,0.546822742,0.565449286,0.186733556,0.13532815,-164.0,0.438539842,0
362,3352,0.458563536,0.67601432,0.212707182,0.122613365,-11.4,0.086309524,0
621,4407,0.449275362,0.371454504,0.156199678,0.200136147,-58.8,0.368109668,1
8545,1222,0.40514921,0.523731588,0.18502048,0.126022913,-95.5,0.367107484,1
2959,16321,0.378506252,0.549108511,0.24028388,0.336989155,-175.2,0.304854736,0
634,16321,0.455835962,0.549108511,0.134069401,0.336989155,-51.9,0.401562049,0
2594,4127,0.400154202,0.431790647,0.207401696,0.21541071,-143.6,0.290555447,1
1808,8702,0.497787611,0.3982992420000001,0.121128319,0.213743967,-114.9,0.307217435,0
3756,1940,0.479499468,0.555154639,0.126996805,0.145360825,-117.6,0.398885742,1
8302,2856,0.408335341,0.658263305,0.186942905,0.120448179,-120.4,0.329791314,1
2362,1378,0.6303979679999999,0.7220609579999999,0.16426757,0.112481858,-90.2,0.570282148,0
2337,2387,0.46940522,0.61038961,0.171587505,0.147046502,-96.1,0.365241133,1
5714,1728,0.590304515,0.57349537,0.12583129199999998,0.222222222,-124.7,0.496943277,0
1714,6347,0.577596266,0.39404443,0.121353559,0.165905152,-72.3,0.40804126,0
5822,2471,0.588801099,0.4629704570000001,0.126417039,0.180898422,-132.0,0.494146825,0
5018,6477,0.365683539,0.61803304,0.137704265,0.107457156,-176.4,0.281448747,0
4665,3979,0.520257235,0.361648655,0.199571275,0.255591857,-187.3,0.382555871,0
22743,1389,0.440531152,0.5687545,0.187662138,0.141108711,-139.8,0.43184427,1
783,8003,0.481481481,0.61589404,0.174968072,0.281144571,-54.5,0.256792929,0
8302,2785,0.408335341,0.578096948,0.186942905,0.14254937199999998,-197.2,0.322591179,1
9994,7805,0.5177106260000001,0.574887892,0.15599359599999998,0.133376041,-366.4,0.389704855,0
1670,6347,0.578443114,0.39404443,0.166467066,0.165905152,-99.4,0.409295334,0
22743,2180,0.440531152,0.45733945,0.187662138,0.20412844,-233.0,0.354360644,1
684,4407,0.442982456,0.371454504,0.14619883,0.200136147,-52.2,0.34853174600000003,1
368,8349,0.54076087,0.470834831,0.095108696,0.206012696,-17.6,0.207070707,0
2364,1814,0.481387479,0.464718853,0.164128596,0.192392503,-96.7,0.30966716,1
1855,7158,0.567654987,0.411846885,0.12884097,0.197122101,-91.2,0.412186079,0
659,1752,0.5857359639999999,0.572488584,0.136570561,0.212899543,-19.8,0.415277778,1
9994,3137,0.5177106260000001,0.5329933060000001,0.15599359599999998,0.16799489999999995,-303.4,0.412738428,0
4320,6584,0.557175926,0.491950182,0.136805556,0.195777643,-232.6,0.42965923,0
2362,2723,0.6303979679999999,0.512669849,0.16426757,0.275431509,-131.1,0.448803883,0
3756,719,0.479499468,0.4575799720000001,0.126996805,0.292072323,-90.2,0.385642917,1
8302,1473,0.408335341,0.598778004,0.186942905,0.100475221,-87.5,0.345655517,1
362,571,0.458563536,0.437828371,0.212707182,0.222416813,-8.2,0.102380952,0
2362,5865,0.6303979679999999,0.5679454389999999,0.16426757,0.206138107,-180.5,0.511310006,0
4320,2723,0.557175926,0.512669849,0.136805556,0.275431509,-146.8,0.435288878,0
1059,1752,0.517469311,0.572488584,0.094428706,0.212899543,-35.5,0.291130051,1
2362,1255,0.6303979679999999,0.557768924,0.16426757,0.100398406,-47.5,0.369122383,1
10120,4611,0.51798419,0.488180438,0.157213439,0.143352852,-278.5,0.386945642,0
22743,1332,0.440531152,0.573573574,0.187662138,0.116366366,-93.9,0.29670317,1
22743,1260,0.440531152,0.58015873,0.187662138,0.130952381,-101.8,0.426135818,1
5822,2282,0.588801099,0.421121823,0.126417039,0.21340929,-159.8,0.4782918470000001,0
3535,3449,0.366619519,0.583647434,0.204526167,0.166425051,-166.3,0.360771778,1
10068,1001,0.517977751,0.614385614,0.155145014,0.301698302,-128.8,0.412285182,0
5018,5359,0.365683539,0.375816384,0.137704265,0.16346333300000002,-199.5,0.291960283,0
1855,12019,0.567654987,0.447874199,0.12884097,0.213245694,-110.3,0.424846162,0
200,3897,0.53,0.434693354,0.455,0.240441365,-17.0,0.269444444,0
1478,3827,0.437077131,0.409459106,0.174560217,0.15704207,-104.1,0.316087093,1
